A,B,C
4371,-93541153.557536,6466680015437.8
905,3924521203246.24,-7007.53927
6309,385055394.8922,34490.6194
100,-1008355039.32,-27035452887.948
6222,559.8290588,1087467362.0
8960,916228333.42,71900343.288558
6210,-3894504135.9,7334.732966
9236,-6693066387.90804,-4541813287569.62
6270,7332632970216.0,7589840017353.0
6706,5353102994129.6,4814015107.7
3797,532104.5,4777252024.3
418,-8734903400909.24,1223595852368.0
4028,9375357770862.0,-913324163967.0
7930,83301.72,7.12
8013,383.26,554999511.71505
2849,-59955792299339.0,6.8158211970857
5989,51113018457.4,-265390325.0
9650,-4134942018071.0,-5717335.1509
4194,-569460118.44076,-6607017481402.97
9450,6653024771503.0,421734368128312.0
4850,-20479555089.953,-23.0
7908,49112029305314.3,-4.7495347563
6260,-33259498.287986,-42430320.796
1346,-4382574256351.17,26887779.67
7444,5859.4180799,-43582.422058656
6515,-6817.622629557,6534.4
688,-8554.889,542145441722461.0
3473,-22.5784858,5525472503.0
4844,65586033861.8,339.63
7986,-569307.0,143750.58432918
7609,-3765804764948.91,61836.79
8358,-2986509725406.5,890229017.59
4429,-53859930052369.0,713213808.735512
1195,-479136543253651.0,282647364.0
6053,80562770.227834,22673.3534846168
6850,101809765.5888,-649120954.5956
8074,14861994685273.6,-832.2
6487,-140.491,-8.9013288301
9768,181306908083557.0,731228207341363.0
6115,651258230.372,2679785607870.0
2764,-6.693,-3505280390934.0
4530,388722190575.1,-5808900929854.9
6874,7560361948993.5,-845773964833508.0
3281,-9.88903358,628048253.504646
7481,-4774.11686803,-9520.96638214
1666,647229.60941,-973.5213
2630,-55201.657,2372271985212.8
7882,-3640.9,-27474853.5432629
4988,8.59606735208,91902278686113.5
860,255273578215.365,-7117743.0
3290,-7734956200.0,58257519104.998
1354,-499602831774.97,46330378.0
2224,-946264132.511,-225.18514
1404,-1074814684958.9,159166.0
1122,1488960372.593,10.3
5305,-244.506360974225,-74.3
9338,-9.37,-9224.195882156
3629,36191594633.203,-96794275039672.0
1872,-60802871968327.2,780538083797.73
1694,-9115.942,1.7
7754,-81885444264737.0,-30909163.34713
8576,94.1,-49620.86301
1473,3285387.1145,-2253.1
3229,-5611.2,684981449824.6
4792,56635004624.8086,-1308871827.0
8077,-368.963251257871,-42037395842786.0
2468,-474141312022345.0,-42718166801.69
5398,-4398139007.87115,6449315.97
1409,-690684.73612943,-526006436190.137
7886,55363507355.57,5317120654631.55
4303,-2.6066164052351,-4730656099951.0
7390,86412.94,-618.540043649
3491,-1408787409963.5,-656039.49787193
272,177708.51882525,-45286.34
881,-580771510.103,-732769709629341.0
357,1.9064,-3883106862.4523
5028,9954.218,153049536139.98
3458,497093824042963.0,-55881371908517.9
9317,905947396523010.0,-2733.13
4891,4025814979706.0,-73.765723
227,669639506.86074,-536707651899537.0
3342,-41694634993701.0,-21017514.27867
3185,36.3242386216786,864170925172076.0
8728,-27535223704.37,3160.12820102631
6500,-142509840.31,-356168058689699.0
4769,3094242403551.1,-171.4919
6242,82554960602536.0,8434859616.668
3325,857559.5,3397.724436563
7857,-889.78157,65768667.6
6232,461708992591340.0,534004916860719.0
955,43.0,-25623.16190974
9722,-4.33237652639386,-31720410506932.2
537,-97157.0,2.702326
3089,78.72279847,928690.178226964
1658,2196.0,4597.588
6273,338749714671.4,-8252.655918
7110,45569690604247.0,-6522.0
3732,-25990.0,115.466
8557,7514986507597.2,39671.707987347
8436,710959364976.76,1008.66883
3895,910374264.1272,785124557.5928
2576,48757.8274,-476065363756575.0
9139,-7.5756203,705116659.27
8907,-9026334625.58,709077357794.1
8100,8223646.1206,836894485.0
7902,-69.94311951,-3381671.24827
8575,4.28,-11589682962666.0
7903,89776750182540.5,51526.554526306
3124,-17275.3269,246.9
8204,-602.3874,-9.2
4138,-508889672666745.0,-302.474521
2234,29767220983.0,27.748
228,-96240333.0,979.7900664
4319,-52.0,-209562183.72
8280,5879.1,-6990303351937.0
628,-3913978.93,-1.372
1880,3.37,55599402.2
8888,-562943040428.4,-6142264117211.79
5060,-838058940483615.0,-129.1719335
1372,4059808.8653174,14095785611003.0
2979,-17149586298267.1,82193324087710.0
1625,645.666893461201,-157.144
1118,-34359439493462.0,-39977.82
4015,-829567242418.0,71.62378933
7646,4736903017206.9,-683942.459
696,37214116876.89,1.5
2661,64000445.6,-67217259718001.0
5747,-9512.75876412,42874610.141
8394,230.88856215,551852590786.0
7950,-78423107632636.0,-927255.590967
301,57237301.61,-32989.8906225
6571,-722398931872.8,5901352834015.0
5517,314543057.49228,196329.967041
7583,-829033532625864.0,-35789482.102
7553,-16276245.98718,1118868821238.0
9899,466083634100.83,-8592.284445
7314,771.0,-58961161004326.1
8881,910910836351.0,-5030485.8666
7008,-302344556021057.0,-8314386339259.55
5775,53583747.34,-50353084.5665265
9156,613.8384933563,-7.3006
8781,2.734780156047,-28.578213
3942,400919.492,197413211.18
8837,-397309736639744.0,-4099851300.997
5498,-4131281.2,2686718408.0
2939,-53718.48,-488868.98909
9705,-59361493904.8,29167792495.8
1847,74.1455,4737.0
1207,88594420240563.6,863574315.2832
2488,-7107351575655.1,219542339994.2
9355,2615588701090.2,81063159212514.0
2781,8466756.515,-40277328.775603
97,-2547790.0,2.16466237
8887,-76027557.5,-777.0
5196,7.33364571478526,7371588.8922
9376,-5660337390120.0,783342845139345.0
8183,-110133316.2,293.425085389
3053,3.830286153369,-783167.7441
3313,-826.958977964,-57249144.0
285,-8249.21266,2118.203068
206,901176394173.1,-165942.0
7484,441748581.363,6080199.59196373
9700,628.0,-6322902280075.0
334,-31.1367,558241.561328
5612,-42071325600.78,2958416842181.0
7456,-1.22497572578,76878606.0
3969,137067.1349,184062476435.2
2238,475042.121660344,42110851.398134
9768,735661.86735,78802834.8
1775,-28.289745,25529996.897998
9315,235629696.8,979.296
4182,259600268553268.0,90561.365054023
4542,-8443.0,325667306015047.0
4608,-44332271.3906,43862316.784
7020,-998823315.9988,89391489781956.0
6517,-39794050.110834,1151174226.76
3726,91033361575154.0,-50.905172896778
8118,7.328,-57563251849.0
4031,86350268.7972,557.117332156
438,121805.0,71.516346559047
921,61321188.0,-13527433279.4
8972,9836074378.185,892084016.4
9956,-47190.189787917,-81117.2501169
3481,-8719899.6299,89005873.9185
871,982.99,11430874.8158
5390,-16159.38,70979900152822.0
8406,-65.36,-5529.767
7629,9430152089406.83,6512186379.73
617,-4512858562.0,82.1962857863
3072,-67.8685251767669,28579932032387.3
4150,179040.7523,0.297341735
3551,891665659406.0,60411850764.5928
1248,-3.0,-85974293424.59
8321,-326972.68,67.964
4384,8702064944979.1,7989.16014
4811,74.91658,5725150.9401947
4836,70526832.5542454,-2841682.0
3868,-35061524975.4255,-425974.5
8692,-143799.8154191,817330741.5
9788,-816.61349092311,786684986665930.0
2612,87994003.0,-323976.816
6666,79.0,21786339.345165
2898,-76222.187,695467.42372
3566,-3334507022153.3,-798253730.3
2764,6993493740037.38,83497722477.42
4109,-8180148746.965,-15268850697.8594
1405,9857132.69,-194704620565.523
3207,-86156.458763436,-7796.96084774664
8481,-82502137919484.0,16.409955086627
1959,-306663.1735,3609306.4222706
2829,83248090.79792,26043096.5
1852,148941863317.71,130914628373547.0
9229,50.9333008,-2373487023198.5
3144,-8.487129169808,902.4
9821,461373716123.0,548685.3
266,1.4,661353386.3
9882,-4340550.91,40420.64036795
6317,7857.82005059,435.72102130913
4567,-98.912,-77.90755
3319,-11167.60197,-70493182176077.0
68,6773589412.607,6547.2243671
5836,640506.6,-399566914.7033
9804,2917758548.0,27427645732.696
5603,-3568361.405494,928738.0
5857,6502.4,98265463927.577
6365,-39158957798746.0,-15040.0
2493,-53.872,863183881.64
1558,-33968.67655,2019794293627.98
4878,358918.0,-42874.79439
7629,87618969041918.0,7.88796
7827,8464532887.188,805378.3061963
6698,-584549678.44102,-81773003785.57
8495,-9043.3931,-633619925335.0
9769,-94138596808.749,85050244.77
4490,-316905977041806.0,58318.0
2983,52875398.0,-51257609.58181
9839,7504.52,-603905963.413
336,-98.34147746028,-111630095.7
7253,5469.43045,3846035571.8632
571,7.0,-717169.82492691
5978,-143818809634.34,143532569578513.0
4006,5844813333871.0,-92644041.0
1548,307.108181142296,4811270580.1
9866,-35388.872689868,87577103.164655
8552,-35017.88404,144398394.9354
418,7265553.329,47700894345.7
5602,-411146843095.1,-439016112381.14
565,-86873283525.71,2126234.88709
4015,-34.216850184937,383584272008.0
8653,-4347339352015.5,-68184282523353.0
9253,-64219569969.7,-9482037754.6
4235,-2.47338959,69316072091963.3
5113,-414933571680320.0,550.21946147
3154,57501972030.0,213.257194004738
8441,-483859.63092,33924.8
8634,-3438380.603168,354.0
7512,52023011.201,95328220872786.8
9124,6124515.7,9121641124.442
1539,-84786391180404.0,-2612632.7213
8456,77380919781454.0,-87986254566.8
7323,443241979785.84,3357.5619
1247,50917324864224.1,-59222404398.0
8271,5715.3794948,-793874.8799022
3222,-466320.727797,-144.125793
6770,146057.7354,-848.2107
7449,-666954977039.33,13.13370901964
3940,1.587173491,38.3671015
2492,-4247321937849.2,76969.662
7153,-831.368011034,58898508.7551
8357,46902312252920.0,50858.59
7858,410.7153973467,-2.881429925
7308,5182.96523,-752253513.0
9875,0.86896292615994,4795646044995.0
7091,-49.65649493636,-17240459.0
2239,4.430433610815,-51318.880265121
1867,9041272647.0,60014482275632.0
656,-8651621859302.0,9574531328.59808
5357,-224.795,4347811.2
9223,-784928.14,7664472616169.0
30,-107345296.9863,267883.72029363
7244,57443512.716739,2704544608.92916
9938,-63366.7984757915,-72.0
9773,4765970463.9,-746475045.9084
5676,-589082.3,9050296.395
7683,-4945937269.48259,3665130004574.0
6062,-981437899114.1,8746184784275.0
966,40114914508.7,-59900558242281.0
3809,-8830986.19386375,-6791881441534.6
5614,-343623422737.0,-107659468196527.0
7629,-588425136.0,3757107102268.0
5685,-4389.14506221,-4179833.7018691
8726,9033891247.32707,-490812410933.5
9763,-9980.377115127,-61.347868
6660,-442193864024847.0,-84921469761.67
3095,598.75306689508,441314.15
2800,-8.58,8636.0
3062,29269997.5027,-342427422789.7
5739,-44786.7,721567.45073848
6655,274089545566.169,-34660215.8234
7130,-386783562.2352,31509.235
2082,86600134649.4,282529.219
5764,914407599321119.0,26819199598485.6
3540,9891.86,48395919284.872
7288,6047764.8285894,404548447.6684
7907,659226864574759.0,378419518.4713
6212,-1390990973384.38,352469.22653101
5323,-54982.2024,-4266876020.654
7759,-52503729454.7,-363253837768330.0
8843,-7409776.53102,87351970191.0
3474,899704748536.0,-9849.30408372
2243,9.50223,94578881468.18
84,-21155850335434.0,6615631077.88
5993,-11424086774313.5,946722412.0
8090,61211597471.383,51.0
9935,4512.59,365508153653582.0
3653,-884195.185778,88899.360978469
2880,-470894917.97,-66933689042.838
9297,-5580824727229.0,-191808.65
7032,-797844109950685.0,-54413.7799892
779,9499829407871.61,-67637.0
8158,-4931938650.0,-6.8
8569,-64.96,-41317566.6488509
1344,-9152242109260.7,4413868937.42
7404,62739765863437.8,5528.8691812
1581,-37.535,-1485953.46
6006,63.1167059931447,86225.813442
3541,-9508473728.798,-99061430968703.0
6069,49732789.0,-970917287310.26
8384,-38995582562.366,909662407516.98
3515,-12481160.615288,-2.8847
5312,57102031167.9525,-878104.26258
9035,-8406315981.7965,-75972791915.371
3500,-6466093.5648,70.84074834267
631,-3718.53,-960437.52
7228,512514.1084,8201633359985.63
2165,9813.816940377,193.0
482,-58894.8633,3.86
2195,72915836870945.0,264193180036414.0
5499,8594945565631.59,-4799081171201.4
4725,8.89676299803197,0.20364154248
5264,-628877.6994485,764607245433272.0
4555,-401899972022.13,-1.7637767721
1108,-539288.2,-295269.26889
521,-72075698608114.0,-74.14950542523
9426,-31324.4042,-30241.3
8186,39973544562436.0,-56243.65349203
8458,5118.58254036541,6365.0
411,-7243161.693,50744.6
5577,-92937812.65,632544702.27
1383,-6080638824.84321,88764925161.304
460,503683369791764.0,-45626118032.23
8229,210.608153978208,83707.72
4417,5319844.2,1892.0
7863,-508007.8457,-18952142.5
4105,17856382.926,-1877378709.8629
7565,809928237759793.0,9129835.482762
7950,5686.0,475330655718.27
4640,-69937800003.56,-742.77628555
7434,798794401071.98,-6647680.9755
4597,-18834233.3,-9408073224.38
2445,-911689166.20856,-134456527428.0
3890,-59.883759455,112046311.5
1658,-9348592520767.0,-92246890057.274
6516,521774505314113.0,1764.655
2165,74.74318,922676074.3
2431,-957163.396,-2011671.14
269,-683444615.0,805488117463.62
6781,793.457062066,-823621.588497
33,230663267.51054,-1216676272127.0
8279,2851368970753.65,83310171.384
7692,-60979.79,-161462140701.0
1739,1896685268568.0,1.2
8412,3869.30519,-1.4
897,-821571143925626.0,-4213.8
5954,62788579068.3,-385605657269822.0
1562,1045197.619396,-326469114754573.0
5091,19324151153521.7,-1.426
5467,-7747647139.0,61438301.97
6360,-804406.9092,-24468387.1301656
3458,-117596963010.7,99707.91882258
5602,7973157751909.0,403.19266
1287,-403834.3,861.49
3665,-60.4,-52725.78
9309,-476.927095881,72957.735
5431,-34320.23,8389516.0
2266,76263162500.0,-5603.21298423
1502,4805466.61419,870519.24
5408,-56375464.0,713905.94
1853,-8019810.82,-2191354624435.7
4999,-6.123788936,-1667124.64
874,2868361.0,-5524772.6191
6123,2454.741854259,18.91525
9115,73.24309316,-60.5331985096
1041,-936427.3,-44106871618.838
5337,61943171626703.2,13260466.68
6144,7367.665,341652884.25638
1416,4732873808.439,3462256.26
4422,-986576990891.59,489356.23904052
1898,-7877.0,-86603965631.8
6300,60270235635.7444,566.96034584
6919,8.6340133349,362541110.0
6322,2002005.24358135,748293.22453411
1626,-3987.55,-139156496311.96
4440,442734748.3195,388582.71
2109,144372617254.0,-5780028083880.0
265,-64383022.0,-2336.673272255
8781,39.782,34273.3281431
8435,-661516165.641887,261745263.4
3119,6442660485.0,-8577505.0
7315,-602894098205743.0,-5947.833347
6936,-912.92,234079426291.408
1944,29853648.1,-7877975379.73
5431,19400.85,5071210808.6
7179,1.0,35.68783
7009,-957.59055392,770.4382675
6299,3938048824609.59,24054.9696
7433,-89551630.174037,357226818.69
6566,588868297.396,-880165.272491
307,-128324556.13317,7.1505589
1817,-2519084860493.8,-44.30248177498
7197,30147.5,-36.307492
7408,5516664.16,953725677969255.0
8364,-5641587232665.0,-5114258198.68
4674,193926.8,2322.57
9967,81144.6816,968.3283
2948,-572792048.83,18503939511325.8
9895,6969192434170.32,97333.6012
5080,748.5363246,-3637367056763.88
5368,-6192608.97,-889.4640082633
1015,-2901898754655.3,902321757570.722
5449,-459.823746318804,92051975537.0
9056,-32225503.295,-321672363850952.0
5417,-50.15,-324.29298043
6954,891385860966.92,5968.740115301
5302,-373252378.2,3405.23829388
44,587.15,908447.461350512
2517,-9388.4800232,37299558872.0
2040,-58.36143579,606938.0
3997,358.631,-808850.3663
3182,981985.75618,-961859.961
8098,-7010.39220511925,-200741.988303
7033,3.4398073923396,-90447771553.478
7207,489773.3925124,-29400837.9581
1977,160408855969.825,-1649011.1
1959,289.44,645.39876
3647,354057324539.0,-4242919.0
3853,13533414.4,-33.0
3022,73146465.484,-62088828562.0
1210,-72.0,254380.778
2499,5927058729119.6,-437708233962.2
5785,-661392485666825.0,2823572782.60634
2485,5321.8995048,-9.40151
6797,-51312185233317.0,821924.6656
2802,68382412.62919,-5858997.9543
7725,4.402733078668,983.54467
2634,703.906779,-8198.9260534052
7908,444.209129,-634564.8782
6755,-6010064306386.4,-3984495237.1
1926,-6758693837.0,72656396066483.0
8848,-639415860650939.0,9224302.0
966,-8622656970694.2,-902.57877813
4595,-3.759757,-63.5754489553
9332,-85.22,-0.81674
2315,-35163.1355670069,-3.86146
9408,-6167292.761513,-8827950.91899
6409,-0.0,-4485481240665.0
7967,-2745714.0,702193.1834781
5732,-5486292.2874743,5295668873.2
6595,-49.946498086,-927502501.71416
4488,-693.0,-200767274.73696
7477,-20404.0,-1571696.98
5186,16889.99468,7031709312347.7
9767,154.0,7606654.2573282
2206,97849397090.1475,68027805829528.0
3376,716206518.462,-868202.579
4582,80361697733343.3,-926474775648.0
2923,-4033622.6881,56239422.238323
3140,69264493.2,-865890.4380709
3324,97105168.8847,435093.915893878
6145,-50.30463018913,-49091352795143.0
6071,282.554094468839,-8492545310268.0
2745,2179.358606,-544830451385.4
6289,65596394.0,8907290.61
1403,97478108.0,132778.4904
9831,-3645363.21,235.0
3036,50894209477141.0,677.4
193,617547935614.71,5273144539.0
1716,593921900.997,657795372466.501
6835,-81511.9644491,50745.36505
1392,-1465514594573.46,782546.6944804
3895,-362224089.5,-29.5
667,57699089033.7,-52.8109
733,173153162103355.0,-60029045449.381
2779,-8.525329422448,6328617.9202693
3002,78.76765453299,173.880392327507
8011,-84498.444761371,187484290.8165
9415,21769295658525.0,506535.411
3651,214659463503.979,-7268892606424.38
8399,-90981108.857586,-623727705308.7
8540,4.1188188853,-35859885080.0
5367,5649.7798002844,5.651801259911
2134,75447.520443,-8.8225385881
5966,5243369237940.2,4518379.3686
4869,8094219771.4,-9153.485650258
1021,-97132.11,-10792728176739.9
7483,-99273577.0,94662051.68022
3044,5850.2710993,58202851.6639
271,960.2996249225,-42259.85008773
1185,-11644578592371.0,-56350919967703.0
3367,513792143092.2,-6774771966.0
4525,0.716093649771,10502.552257669
9144,-36788543987339.0,-4.7976464
6068,3.656788921157,-608.5
7533,-662231527382.22,-46860334727372.0
1176,144287.900739,6288058314.7919
5275,-1972930844313.6,-3.0
4310,737817.98545443,-3871227.6
455,-68.545,-634151764284.9
784,-126925049122.47,-8.6165
8591,-47544418327388.0,-842.337203
7452,49.31485141134,-36113573.0
6767,-8450859.1479854,-9717646736500.9
4271,26.9874785,-38.295049840614
3301,-881466680498592.0,-79579797989837.4
6271,30555.9327,14293.24086324
9410,9655726202590.74,-7.97
8826,6509363718.3,896293841.57
8907,-39268744659.2,41552969245.0
5604,-334757046.743,-26079361.76
4231,-60861681.7,47.96
5400,80105030.2045,-804580562231058.0
5166,-331.9825,1.46154759769004
5380,88.41375883,-4433953583.338
7075,-34024187644075.0,59891.8079503934
5503,9216.99134816,-84130796650081.1
9304,-65309484.2428482,-83.0
8283,-8429896.29768338,-44297538146075.0
3180,-3.374431,1362354509272.2
6620,5377711844.9616,-27065.8200783
8043,-163860906.30321,6791745.677954
6346,23269.9,633716781992.13
3358,12012980.39,34719432604577.0
9948,5098847250924.7,39040.0
1496,-538266323432.99,25686.56056
1578,143.0,-6640089231.43706
7120,-2881.651399,-9749330198.0
2602,-3.82008636718,3871609028.59
5075,83877998993481.6,480664.3286
1822,-71.243025238952,560811326.127
984,722.919025379,319341.47684
4824,6124.5415487567,658248.841
19,541.5,-19050.557899893
8542,68940.93091385,-864.8527509926
4382,407251979716513.0,183314632927114.0
330,-35.73,-16597229271426.0
2726,3464.8580377,3767.160528721
6382,46965.70053425,3991164.23
7664,-23.68,-800.70209208572
6058,-8411.692,-36024099117570.0
1782,-183.12645286,-62418170434067.0
9697,-605600498.6,7629.29513328534
1880,0.0,12855237020.275
9870,-3632760319.2,1490.11092606
8906,83853137.925412,-47.0
1182,5505052494329.0,767916408271948.0
2215,705462994.3,-22.0
1307,-933.8976805,99.3461542054
4298,8353.5,-53249242.5
5779,-1122011849036.0,74521415636238.8
242,-5751615400055.0,-733398.7961946
8099,91062543713.0,-293071.68
2406,-9859085284262.0,-2702292484.8
6321,244002762759376.0,-782763341996375.0
9274,265403.4,84825.627912
5876,446258.6833,-2866.88
4999,-97164884876429.5,-5310.14
2955,54806112.0,-7.4813021391
4653,-9448071.4281,614714.0
5914,69552.73437,-764971998.178
7498,-89.4236,94932876651887.0
3580,1302665.23571,8.5168914
359,3445.50628833578,-30516492.4
3028,-930754538848578.0,2300138816757.64
4954,578662.11403,-9444614644271.0
6885,2480137271.0,-43.5937119
6872,1581688.76,-95423226676.0
7012,-87742810281.0,-6603692.90752
9198,-183403916546.3,3737302.0
410,9665708769.6094,823279604.0
6792,34.0,51373047.48
8852,-54252575259245.2,17054687487980.0
6437,5837.53678901,80.8
7953,8540.718175703,-68802891.75
7202,-488.919929,8496086.77495
3044,-1597131.0,-45468702842459.0
1366,64077247525.0,-366711220.16
5963,-549357940522838.0,-669.479581079974
6927,988482.0,-26612851286272.0
9141,-9152074886626.88,-63130553861534.0
4964,-539687571171154.0,-31094178249139.0
1801,-9022714018104.2,-5379133448989.0
2662,-27.672212,53979713661.3
3535,-8686252677.3166,789686138905.0
455,-64257413047376.3,4.56
6536,12.19698351,50173332.57908
5062,2.2314,-2100821781308.3
8822,-320.65684985819,5892192659.0
231,8685.506147635,-475840704061483.0
3667,212342.738708621,-896613.89701302
3724,444795.4,841428.52
697,-28107356041141.9,-92755065.85
5862,188163.67,-6586540720800.0
2048,-5644164728833.0,33293253547292.5
4629,185753.85100973,5.9653932253588
5876,-75923998928459.0,-389317.302
6212,555051713.37873,-47819505.0
7937,2963.4241792587,-153134312620.0
8517,-990356.6,-56755.734789
3983,-731227687160215.0,-9.7273351872
2659,-89683376149309.2,1390674.0
140,-75249.0,1.2066189
1203,925223.45242101,22.0
6625,0.94835635076,5014385.6
5536,-514795.189,-12009851.1
874,7581821117.2,-46279400754048.7
952,-76868535.2545,-6272.109769541
6783,-7820571.40489829,12416058389954.8
2232,628050.2831,-958190716.195
4895,690789.84,59192.4495
9127,-4486.498295481,841.25654803
874,790.4561,-9474.0
7610,-369045205352710.0,26275223.2055
1542,-499602444251616.0,632836361830427.0
7674,-6853564988.3525,-50347.244
533,-8087818298.5352,646612.773443862
5360,-34.484385470239,-684489.819904305
5507,22408.3,997293434313.6
9222,-645720678683864.0,-6022.251429312
1270,35855781495.8,-452146.3147
4344,-92047379499.352,641339.1294229
494,-0.893992787452,687575385659.0
1533,-610275.0,-778424.187
3225,-297604873.91,-1202.6
5809,-888431383990.8,5768491.73420355
6797,-4.85,-7.9527232620492
4368,-37.5353,88322327.9
6766,-9980318.63972774,507804.32922
7482,44107.0,-52337.737173
9012,10.46607628497,552762.976
6864,-17790255080166.0,-72.3156877639
8901,63055785492.25,6788026.8
2188,63221.37755,-8772025909.2
4139,-6022866238.7593,13639719.8
6258,9147.0,-211275005060290.0
2890,-6017.595031,-86412901.347
16,5127377643.93706,21265216.394292
7818,-47214376787855.6,5.5920525647
6306,30.8,-5153311475369.0
5132,-467.2286013882,-74954.5973826
3822,-497001.34856,-9894386.913
7709,8.5,-9862.0
1043,71587161969.0,-8974428270.4
5587,-94072303.811,-37675160414.874
5308,-89567435.131,-33913324.2964681
3256,356224432.0,-7727226185.0
7755,-501653345.39,-0.223793
9621,57331.39,-254097.216
2778,-3553931597.476,-726686458.0
120,-365937230868834.0,-6616124781338.0
1625,-6291.95172414,-800556335253460.0
594,-13039952203.0,-6079702726910.0
5538,-265016512763.8,25068.42016145
330,79235343091717.7,9874.2072899
3084,-6848127.51,76453378.2736855
3508,97258631.58,733145626371790.0
7021,7.11,-90.64152533531
5128,-2950447.54836226,670.89048151829
2814,-351402668845.0,3909872774.9784
7199,5975456472.5225,8364066494.80894
6234,2503810309.4,4167516.2
4890,-48762006.386698,304961877869.6
6497,4604959734.0,838.939463
9586,53.453,45393772195.832
7613,45540168532.0,81652657.0
7958,46978257.6652,1745419.54878
7102,-1395026982704.6,6250102777627.6
2504,344784086.531918,65589629008.62
6187,-520.65,-805859531.0
5666,-3.41416,990624700194.3
2856,8.403091,-5.4848246795373
5776,6655798945603.0,81957106.1607
7379,-83.60992712729,89647158951.0
2144,-5560786921.0,-33.106311793
578,-966681201300.0,-650073.28
7965,-5770274229283.94,-4250617118316.38
5373,-74.4186194463,800.29406114633
5207,29640836674748.0,-3657262097940.58
1149,844.5039319,-199315274822643.0
138,-48207942194376.0,31937.7737
7255,-4914207.2144021,27789.9503
6666,470761.0,-94301.0
534,-96252.3695,-67.7350982435
8497,615.0,-45825.5064
195,-327129.634509,71530.8146527
7091,327171464743779.0,85316.7423833475
6775,-710.926,-852887.0
3570,-7929765.9426934,91.3435952126
3422,-1768.217804754,-685423074.95723
5181,1.6910469017096,-5962303832393.9
490,29.55,-313208047.666476
9201,-240.0,-793882186911.4
4942,23451082.0,-82134332216.7
3052,555487282.827768,2029762938.53
709,8145.3,-988141.939908
5683,5534104560105.0,-41.3191745436545
7577,-6597155.4778019,3475.6962319571
1358,-32276.8519547,-82039672385.994
7372,-12876784.59,-93733.1832407
3456,67690.365,6526798.46976994
2819,-1945.9174124117,689899645.4
3870,497488400802861.0,-8.504241787
7831,77907770540230.0,-6421755283.0
2301,-455.451052,1992.931
3640,-67415256.734328,31835300328001.0
4309,-4191044.6178835,2.0
5750,661788216460.426,-8199229855985.0
8045,-3654.0,71231836680.7
857,-9229376192.0,-3547773056917.55
5980,-2003491975.80912,8586188397706.3
9613,-85913767312.8,-968640.45125934
6317,-972648343.0,-732298.6109
7173,3000862044.6,82.0
7040,59018.48743919,-270940688220231.0
8339,-36.690616,30790465.655608
7105,-7.8228,573.569
8266,282681817528.0,-937455225.135914
8039,38311509824660.0,-23782.1
9368,16.756717,676934956841.1
7484,1367694.0,54094204104342.0
4562,-99280361287.2894,-202.962933
9441,-2271603.8094023,8900186438.4217
3487,7304515.368,-8441033560509.54
461,76691.1450851849,805417685813.7
9398,0.8,396.6
4639,85866640383205.0,-374.20572714
3813,-516046279.6774,9558080.531493
1279,629442574143.0,-5368726030.8
5573,36629074325.25,3.79
2550,23061501689.0,60174.9
1272,3705981.0,150783972036612.0
3478,-16175936.63334,-9636536398015.8
2174,-24574045.347771,-801499.81280657
4458,-230983811616.7,-97.1039682
2682,1589985.62588,-22915444649.9706
2950,40455.288,-86064952099.916
2249,2108043059.6108,-438388052814894.0
6705,-856525088627898.0,943.31070305
9919,2345572.4465011,56752.271
7496,-245031205549821.0,-9671681025.0
7723,-592038.85013,-6581349.57539337
1040,75561.2508481,7.252
9134,2550.55885479207,416524.832302
9321,-2028570.7488688,-29.938755306
8050,427553831489.0,336943159832.57
7911,525890398762.729,829149017914399.0
4793,877083184.65,87038961619.0
5609,-1769888.25166,-8176547300038.0
9567,4497032.8805659,-805480269374608.0
2685,72.51735,-69566.6
6773,8646519205.6013,-1.3518501
1297,-8015722848471.79,-56895.19
5794,1608006336.8,-64729.96
8012,379096.0,970584629702475.0
4842,-194943255676.0,608782446.28
5483,-779442466692.0,-762595821802173.0
2215,98478.60490888,-19721.45419785
1345,-175.1,-256200968.0
4239,-9496326625.311,-45847287108.552
4085,78.130081748,-9164304024105.5
9951,68005195076.0,2427415822.0
4040,21316538149852.0,8525.495385
9497,-5378491.4264302,346801937643444.0
6098,-9.2358243488273,-44630225.6
7271,9351576315.0,-1226369784594.0
8590,-49948648312.0,-4710576294371.1
9231,-8164.49666,-1049.360865186
8481,7542440.385,-5269897.551
6516,-6081.0,523683544.272719
13,-6067748169122.16,8769945098.87797
1088,6491956745024.0,23214.0
2202,491771.247884332,30096902113.9018
7988,4.5,469412.0
2325,-179008809.919,-95917.69
581,978755820355230.0,-9476105873.189
4464,-830484963839111.0,-2860796825247.6
983,867303.4,-50.1
887,53.4686811264,-807261378768298.0
6863,735722735674850.0,134990703983.3
9718,-81516259800.84,61332919031.168
2545,401437.94804,506.3055758
6496,65751276117.962,-7271.23723
7558,64396411.1277812,-4445918593.1
4952,0.0,72915.8014
7492,488.966382,-1159136566303.0
3551,-676968781.6,-59454931.1
7937,86943844206629.4,19415542647.456
7741,90084025015660.0,854802.61816166
1296,57050288165.85,203883158.8928
9529,-80996600367534.4,-14776737711.916
2404,-284669395.263,2526531079145.4
5757,-6952631533577.22,7407.483528178
3748,50385.0,8394108289639.2
8022,784890599693.3,212401463264.2
251,-27725.0,-928107065.68192
4767,85.0,80.80480965
6514,5.7101642,-17774985587.0
4640,86241.0,584.5333762499
3161,-257618913.6112,96646592341.0
